seg_path,steer,throttle,brake
dataset_01/imageSEG/frame_8276_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8376_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8426_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8476_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8526_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8576_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8626_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8676_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8726_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8776_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8826_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8876_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8926_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_8976_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9026_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9076_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9126_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9176_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9226_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9276_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9326_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9376_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9426_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9476_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9526_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9576_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9626_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9676_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9726_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9776_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9826_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9876_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9926_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_9976_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10026_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10076_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10126_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10176_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10226_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10276_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10326_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10376_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10426_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10476_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10526_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10576_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10626_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10676_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10726_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10776_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10826_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10876_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10926_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_10976_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11026_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11076_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11126_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11176_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11226_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11276_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11326_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11376_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11426_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11476_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11526_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11576_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11626_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11676_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11726_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11776_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11826_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11876_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11926_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_11976_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12026_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12076_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12126_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12176_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12226_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12276_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12326_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12376_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12426_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12476_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12526_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12576_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12626_seg.png,0.0,0.3899999856948852,0.0
dataset_01/imageSEG/frame_12676_seg.png,0.0,0.5799999833106995,0.0
dataset_01/imageSEG/frame_12726_seg.png,0.0,0.1599999964237213,0.0
dataset_01/imageSEG/frame_12776_seg.png,0.0,0.1800000071525573,0.0
dataset_01/imageSEG/frame_12826_seg.png,0.0,0.1800000071525573,0.0
dataset_01/imageSEG/frame_12876_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12926_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_12976_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_13026_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_13076_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_13126_seg.png,0.0,0.1299999952316284,0.0
dataset_01/imageSEG/frame_13176_seg.png,0.0,0.5600000023841858,0.0
dataset_01/imageSEG/frame_13226_seg.png,0.0,0.550000011920929,0.0
dataset_01/imageSEG/frame_13276_seg.png,0.0,0.4900000095367431,0.0
dataset_01/imageSEG/frame_13326_seg.png,0.0,0.550000011920929,0.0
dataset_01/imageSEG/frame_13376_seg.png,0.0,0.6499999761581421,0.0
dataset_01/imageSEG/frame_13426_seg.png,0.0,0.6700000166893005,0.0
dataset_01/imageSEG/frame_13476_seg.png,0.0,0.6399999856948853,0.0
dataset_01/imageSEG/frame_13526_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_13576_seg.png,0.0,0.6600000262260437,0.0
dataset_01/imageSEG/frame_13626_seg.png,0.0,0.7900000214576721,0.0
dataset_01/imageSEG/frame_13676_seg.png,0.0,0.8399999737739563,0.0
dataset_01/imageSEG/frame_13726_seg.png,0.0,0.8899999856948853,0.0
dataset_01/imageSEG/frame_13776_seg.png,0.0,0.9399999976158142,0.0
dataset_01/imageSEG/frame_13826_seg.png,0.0,0.949999988079071,0.0
dataset_01/imageSEG/frame_13876_seg.png,0.0,0.949999988079071,0.0
dataset_01/imageSEG/frame_13926_seg.png,0.0,0.9800000190734864,0.0
dataset_01/imageSEG/frame_13976_seg.png,0.0,0.9900000095367432,0.0
dataset_01/imageSEG/frame_14026_seg.png,0.0,0.9300000071525574,0.0
dataset_01/imageSEG/frame_14076_seg.png,0.0,0.8799999952316284,0.0
dataset_01/imageSEG/frame_14126_seg.png,0.0,0.6899999976158142,0.0
dataset_01/imageSEG/frame_14176_seg.png,0.0,0.5199999809265137,0.0
dataset_01/imageSEG/frame_14226_seg.png,0.0,0.4900000095367431,0.0
dataset_01/imageSEG/frame_14276_seg.png,0.0,0.5299999713897705,0.0
dataset_01/imageSEG/frame_14326_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_14376_seg.png,0.0,0.6499999761581421,0.0
dataset_01/imageSEG/frame_14426_seg.png,0.0,0.6499999761581421,0.0
dataset_01/imageSEG/frame_14476_seg.png,0.0,0.6499999761581421,0.0
dataset_01/imageSEG/frame_14526_seg.png,0.0,0.6399999856948853,0.0
dataset_01/imageSEG/frame_14576_seg.png,0.0,0.6299999952316284,0.0
dataset_01/imageSEG/frame_14626_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_14676_seg.png,0.0,0.550000011920929,0.0
dataset_01/imageSEG/frame_14726_seg.png,0.0,0.1599999964237213,0.0
dataset_01/imageSEG/frame_14776_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_14826_seg.png,0.0,0.2899999916553497,0.0
dataset_01/imageSEG/frame_14876_seg.png,0.0,0.5699999928474426,0.0
dataset_01/imageSEG/frame_14926_seg.png,0.0,0.6800000071525574,0.0
dataset_01/imageSEG/frame_14976_seg.png,0.0,0.7200000286102295,0.0
dataset_01/imageSEG/frame_15026_seg.png,0.0,0.7200000286102295,0.0
dataset_01/imageSEG/frame_15076_seg.png,0.0,0.7099999785423279,0.0
dataset_01/imageSEG/frame_15126_seg.png,0.0,0.699999988079071,0.0
dataset_01/imageSEG/frame_15176_seg.png,0.0,0.699999988079071,0.0
dataset_01/imageSEG/frame_15226_seg.png,0.0,0.699999988079071,0.0
dataset_01/imageSEG/frame_15276_seg.png,0.0,0.699999988079071,0.0
dataset_01/imageSEG/frame_15326_seg.png,0.0,0.6899999976158142,0.0
dataset_01/imageSEG/frame_15376_seg.png,0.0,0.699999988079071,0.0
dataset_01/imageSEG/frame_15426_seg.png,0.0,0.699999988079071,0.0
dataset_01/imageSEG/frame_15476_seg.png,0.0,0.6899999976158142,0.0
dataset_01/imageSEG/frame_15526_seg.png,0.0,0.6899999976158142,0.0
dataset_01/imageSEG/frame_15576_seg.png,0.0,0.6899999976158142,0.0
dataset_01/imageSEG/frame_15626_seg.png,0.0,0.6899999976158142,0.0
dataset_01/imageSEG/frame_15676_seg.png,0.0,0.6800000071525574,0.0
dataset_01/imageSEG/frame_15726_seg.png,0.0,0.6499999761581421,0.0
dataset_01/imageSEG/frame_15776_seg.png,0.0,0.6399999856948853,0.0
dataset_01/imageSEG/frame_15826_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_15876_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_15926_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_15976_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_16026_seg.png,0.0,0.6399999856948853,0.0
dataset_01/imageSEG/frame_16076_seg.png,0.0,0.6299999952316284,0.0
dataset_01/imageSEG/frame_16126_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_16176_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_16226_seg.png,0.0,0.6299999952316284,0.0
dataset_01/imageSEG/frame_16276_seg.png,0.0,0.6399999856948853,0.0
dataset_01/imageSEG/frame_16326_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_16376_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_16426_seg.png,0.0,0.6200000047683716,0.0
dataset_01/imageSEG/frame_16476_seg.png,0.0,0.6100000143051147,0.0
dataset_01/imageSEG/frame_16526_seg.png,0.0,0.6100000143051147,0.0
dataset_01/imageSEG/frame_16576_seg.png,0.0,0.6100000143051147,0.0
dataset_01/imageSEG/frame_16626_seg.png,0.0,0.6100000143051147,0.0
dataset_01/imageSEG/frame_16676_seg.png,0.0,0.6100000143051147,0.0
dataset_01/imageSEG/frame_16726_seg.png,0.0,0.6100000143051147,0.0
dataset_01/imageSEG/frame_16776_seg.png,0.0,0.6000000238418579,0.0
dataset_01/imageSEG/frame_16826_seg.png,0.0,0.5899999737739563,0.0
dataset_01/imageSEG/frame_16876_seg.png,0.0,0.4699999988079071,0.0
dataset_01/imageSEG/frame_16926_seg.png,0.0,0.050000000745058,0.0
dataset_01/imageSEG/frame_16976_seg.png,0.0,0.0,0.0
dataset_01/imageSEG/frame_17026_seg.png,0.0,0.3000000119209289,0.0
dataset_01/imageSEG/frame_17076_seg.png,0.0,0.4399999976158142,0.0
dataset_01/imageSEG/frame_17126_seg.png,0.0,0.4900000095367431,0.0
dataset_01/imageSEG/frame_17176_seg.png,0.0,0.5199999809265137,0.0
dataset_01/imageSEG/frame_17226_seg.png,0.0,0.5299999713897705,0.0
dataset_01/imageSEG/frame_17276_seg.png,0.0,0.550000011920929,0.0
dataset_01/imageSEG/frame_17326_seg.png,0.0,0.5600000023841858,0.0
dataset_01/imageSEG/frame_17376_seg.png,0.0,0.5600000023841858,0.0
dataset_01/imageSEG/frame_17426_seg.png,0.0,0.5600000023841858,0.0
dataset_01/imageSEG/frame_17476_seg.png,0.0,0.5600000023841858,0.0
dataset_01/imageSEG/frame_17526_seg.png,0.0,0.5699999928474426,0.0
dataset_01/imageSEG/frame_17576_seg.png,0.0,0.5699999928474426,0.0
dataset_01/imageSEG/frame_17626_seg.png,0.0,0.5600000023841858,0.0
dataset_01/imageSEG/frame_17676_seg.png,0.0,0.5799999833106995,0.0
dataset_01/imageSEG/frame_17726_seg.png,0.0,0.5699999928474426,0.0
dataset_01/imageSEG/frame_17776_seg.png,0.0,0.5899999737739563,0.0
dataset_01/imageSEG/frame_17826_seg.png,0.0,0.5799999833106995,0.0
dataset_01/imageSEG/frame_17876_seg.png,0.0,0.5799999833106995,0.0
dataset_01/imageSEG/frame_17926_seg.png,0.0,0.5799999833106995,0.0
dataset_01/imageSEG/frame_17976_seg.png,0.0,0.5699999928474426,0.0
dataset_01/imageSEG/frame_18026_seg.png,0.0,0.5600000023841858,0.0
dataset_01/imageSEG/frame_18076_seg.png,0.0,0.5699999928474426,0.0
dataset_01/imageSEG/frame_18126_seg.png,0.0,0.5699999928474426,0.0
dataset_01/imageSEG/frame_18176_seg.png,0.0,0.5699999928474426,0.0
